編號,交易日期,契約,到期月份(週別),收盤價,交易時段,類型,剩餘天數,價平
3124,2022/8/1,MTX,202209,14808,一般,遠月,36,14800
3125,2022/8/2,MTX,202208W1,14866,盤後,近週,1,14850
3125,2022/8/2,MTX,202208,14817,盤後,近月,11,14800
3125,2022/8/2,MTX,202209,14756,盤後,遠月,35,14800
3126,2022/8/2,MTX,202208W1,14700,一般,近週,1,14700
3126,2022/8/2,MTX,202208,14644,一般,近月,11,14600
3126,2022/8/2,MTX,202209,14595,一般,遠月,35,14600
3127,2022/8/3,MTX,202208W1,14707,盤後,近週,0,14700
3127,2022/8/3,MTX,202208,14643,盤後,近月,10,14600
3127,2022/8/3,MTX,202209,14583,盤後,遠月,34,14600
3128,2022/8/3,MTX,202208W1,14708,一般,近週,0,14700
3128,2022/8/3,MTX,202208,14673,一般,近月,10,14700
3128,2022/8/3,MTX,202208W2,14690,一般,遠週,5,14700
3128,2022/8/3,MTX,202209,14616,一般,遠月,34,14600
3129,2022/8/4,MTX,202208W2,14709,盤後,近週,4,14700
3129,2022/8/4,MTX,202208,14691,盤後,近月,9,14700
3129,2022/8/4,MTX,202209,14638,盤後,遠月,33,14600
3130,2022/8/4,MTX,202208W2,14672,一般,近週,4,14650
3130,2022/8/4,MTX,202208,14657,一般,近月,9,14700
3130,2022/8/4,MTX,202209,14599,一般,遠月,33,14600
3131,2022/8/5,MTX,202208W2,14751,盤後,近週,3,14750
3131,2022/8/5,MTX,202208,14724,盤後,近月,8,14700
3131,2022/8/5,MTX,202209,14665,盤後,遠月,32,14700
3132,2022/8/5,MTX,202208W2,15032,一般,近週,3,15050
3132,2022/8/5,MTX,202208,15014,一般,近月,8,15000
3132,2022/8/5,MTX,202209,14957,一般,遠月,32,15000
3133,2022/8/8,MTX,202208W2,14984,盤後,近週,2,15000
3133,2022/8/8,MTX,202208,14958,盤後,近月,7,15000
3133,2022/8/8,MTX,202209,14904,盤後,遠月,31,14900
3134,2022/8/8,MTX,202208W2,14989,一般,近週,2,15000
3134,2022/8/8,MTX,202208,14961,一般,近月,7,15000
3134,2022/8/8,MTX,202209,14903,一般,遠月,31,14900
3135,2022/8/9,MTX,202208W2,14894,盤後,近週,1,14900
3135,2022/8/9,MTX,202208,14887,盤後,近月,6,14900
3135,2022/8/9,MTX,202209,14836,盤後,遠月,30,14800
3136,2022/8/9,MTX,202208W2,15033,一般,近週,1,15050
3136,2022/8/9,MTX,202208,15019,一般,近月,6,15000
3136,2022/8/9,MTX,202209,14956,一般,遠月,30,15000
3137,2022/8/10,MTX,202208W2,14948,盤後,近週,0,14950
3137,2022/8/10,MTX,202208,14913,盤後,近月,5,14900
3137,2022/8/10,MTX,202209,14860,盤後,遠月,29,14900
3138,2022/8/10,MTX,202208W2,14947,一般,近週,0,14950
3138,2022/8/10,MTX,202208,14876,一般,近月,5,14900
3138,2022/8/10,MTX,202209,14822,一般,遠月,29,14800
3139,2022/8/11,MTX,202208,15079,盤後,近月,4,15100
3139,2022/8/11,MTX,202209,15015,盤後,遠月,28,15000
3140,2022/8/11,MTX,202208,15182,一般,近月,4,15200
3140,2022/8/11,MTX,202209,15115,一般,遠月,28,15100
3141,2022/8/12,MTX,202208,15234,盤後,近月,3,15250
3141,2022/8/12,MTX,202209,15166,盤後,遠月,27,15200
3142,2022/8/12,MTX,202208,15274,一般,近月,3,15250
3142,2022/8/12,MTX,202209,15217,一般,遠月,27,15200
3143,2022/8/15,MTX,202208,15394,盤後,近月,2,15400
3143,2022/8/15,MTX,202209,15333,盤後,遠月,26,15300
3144,2022/8/15,MTX,202208,15385,一般,近月,2,15400
3144,2022/8/15,MTX,202209,15330,一般,遠月,26,15300
3145,2022/8/16,MTX,202208,15407,盤後,近月,1,15400
3145,2022/8/16,MTX,202209,15354,盤後,遠月,25,15400
3146,2022/8/16,MTX,202208,15421,一般,近月,1,15400
3146,2022/8/16,MTX,202209,15368,一般,遠月,25,15400
3147,2022/8/17,MTX,202208,15415,盤後,近月,0,15400
3147,2022/8/17,MTX,202209,15358,盤後,遠月,24,15400
3148,2022/8/17,MTX,202208,15452,一般,近月,0,15450
3148,2022/8/17,MTX,202208W4,15430,一般,遠週,5,15450
3148,2022/8/17,MTX,202209,15381,一般,遠月,24,15400
3149,2022/8/18,MTX,202208W4,15350,盤後,近週,4,15350
3149,2022/8/18,MTX,202209,15302,盤後,近月,23,15300
3149,2022/8/18,MTX,202210,15280,盤後,遠月,42,15300
3150,2022/8/18,MTX,202208W4,15370,一般,近週,4,15350
3150,2022/8/18,MTX,202209,15316,一般,近月,23,15300
3150,2022/8/18,MTX,202210,15294,一般,遠月,42,15300
3151,2022/8/19,MTX,202208W4,15386,盤後,近週,3,15400
3151,2022/8/19,MTX,202209,15333,盤後,近月,22,15300
3151,2022/8/19,MTX,202210,15308,盤後,遠月,41,15300
3152,2022/8/19,MTX,202208W4,15407,一般,近週,3,15400
3152,2022/8/19,MTX,202209,15352,一般,近月,22,15400
3152,2022/8/19,MTX,202210,15329,一般,遠月,41,15300
3153,2022/8/22,MTX,202208W4,15277,盤後,近週,2,15300
3153,2022/8/22,MTX,202209,15227,盤後,近月,21,15200
3153,2022/8/22,MTX,202210,15205,盤後,遠月,40,15200
3154,2022/8/22,MTX,202208W4,15225,一般,近週,2,15250
3154,2022/8/22,MTX,202209,15173,一般,近月,21,15200
3154,2022/8/22,MTX,202210,15155,一般,遠月,40,15200
3155,2022/8/23,MTX,202208W4,15094,盤後,近週,1,15100
3155,2022/8/23,MTX,202209,15036,盤後,近月,20,15000
3155,2022/8/23,MTX,202210,15020,盤後,遠月,39,15000
3156,2022/8/23,MTX,202208W4,15082,一般,近週,1,15100
3156,2022/8/23,MTX,202209,15030,一般,近月,20,15000
3156,2022/8/23,MTX,202210,15010,一般,遠月,39,15000
3157,2022/8/24,MTX,202208W4,15139,盤後,近週,0,15150
3157,2022/8/24,MTX,202209,15085,盤後,近月,19,15100
3157,2022/8/24,MTX,202210,15070,盤後,遠月,38,15100
3158,2022/8/24,MTX,202208W4,15098,一般,近週,0,15100
3158,2022/8/24,MTX,202209,15035,一般,近月,19,15000
3158,2022/8/24,MTX,202208W5,15071,一般,遠週,5,15050
3158,2022/8/24,MTX,202210,15018,一般,遠月,38,15000
3159,2022/8/25,MTX,202208W5,15130,盤後,近週,4,15150
3159,2022/8/25,MTX,202209,15106,盤後,近月,18,15100
3159,2022/8/25,MTX,202210,15087,盤後,遠月,37,15100
3160,2022/8/25,MTX,202208W5,15211,一般,近週,4,15200
3160,2022/8/25,MTX,202209,15171,一般,近月,18,15200
3160,2022/8/25,MTX,202210,15155,一般,遠月,37,15200
3161,2022/8/26,MTX,202208W5,15327,盤後,近週,3,15350
3161,2022/8/26,MTX,202209,15287,盤後,近月,17,15300
3161,2022/8/26,MTX,202210,15267,盤後,遠月,36,15300
3162,2022/8/26,MTX,202208W5,15268,一般,近週,3,15250
3162,2022/8/26,MTX,202209,15239,一般,近月,17,15200
3162,2022/8/26,MTX,202210,15222,一般,遠月,36,15200
3163,2022/8/29,MTX,202208W5,14988,盤後,近週,2,15000
3163,2022/8/29,MTX,202209,14934,盤後,近月,16,14900
3163,2022/8/29,MTX,202210,14922,盤後,遠月,35,14900
3164,2022/8/29,MTX,202208W5,14862,一般,近週,2,14850
3164,2022/8/29,MTX,202209,14817,一般,近月,16,14800
3164,2022/8/29,MTX,202210,14805,一般,遠月,35,14800
3165,2022/8/30,MTX,202208W5,14906,盤後,近週,1,14900
3165,2022/8/30,MTX,202209,14857,盤後,近月,15,14900
3165,2022/8/30,MTX,202210,14840,盤後,遠月,34,14800
3166,2022/8/30,MTX,202208W5,14991,一般,近週,1,15000
3166,2022/8/30,MTX,202209,14951,一般,近月,15,15000
3166,2022/8/30,MTX,202210,14933,一般,遠月,34,14900
3167,2022/8/31,MTX,202208W5,14860,盤後,近週,0,14850
3167,2022/8/31,MTX,202209,14819,盤後,近月,14,14800
3167,2022/8/31,MTX,202210,14807,盤後,遠月,33,14800
3168,2022/8/31,MTX,202208W5,15077,一般,近週,0,15100
3168,2022/8/31,MTX,202209,15042,一般,近月,14,15000
3168,2022/8/31,MTX,202209W1,15073,一般,遠週,5,15050
3168,2022/8/31,MTX,202210,15025,一般,遠月,33,15000
3169,2022/9/1,MTX,202209W1,14976,盤後,近週,4,15000
3169,2022/9/1,MTX,202209,14939,盤後,近月,13,14900
3169,2022/9/1,MTX,202210,14930,盤後,遠月,32,14900
3170,2022/9/1,MTX,202209W1,14777,一般,近週,4,14800
3170,2022/9/1,MTX,202209,14735,一般,近月,13,14700
3170,2022/9/1,MTX,202210,14728,一般,遠月,32,14700
3171,2022/9/2,MTX,202209W1,14847,盤後,近週,3,14850
3171,2022/9/2,MTX,202209,14807,盤後,近月,12,14800
3171,2022/9/2,MTX,202210,14793,盤後,遠月,31,14800
3172,2022/9/2,MTX,202209W1,14636,一般,近週,3,14650
3172,2022/9/2,MTX,202209,14597,一般,近月,12,14600
3172,2022/9/2,MTX,202210,14590,一般,遠月,31,14600
3173,2022/9/5,MTX,202209W1,14597,盤後,近週,2,14600
3173,2022/9/5,MTX,202209,14562,盤後,近月,11,14600
3173,2022/9/5,MTX,202210,14550,盤後,遠月,30,14600
3174,2022/9/5,MTX,202209W1,14648,一般,近週,2,14650
3174,2022/9/5,MTX,202209,14614,一般,近月,11,14600
3174,2022/9/5,MTX,202210,14601,一般,遠月,30,14600
3175,2022/9/6,MTX,202209W1,14667,盤後,近週,1,14650
3175,2022/9/6,MTX,202209,14639,盤後,近月,10,14600
3175,2022/9/6,MTX,202210,14627,盤後,遠月,29,14600
3176,2022/9/6,MTX,202209W1,14668,一般,近週,1,14650
3176,2022/9/6,MTX,202209,14637,一般,近月,10,14600
3176,2022/9/6,MTX,202210,14624,一般,遠月,29,14600
3177,2022/9/7,MTX,202209W1,14589,盤後,近週,0,14600
3177,2022/9/7,MTX,202209,14550,盤後,近月,9,14600
3177,2022/9/7,MTX,202210,14539,盤後,遠月,28,14500
3178,2022/9/7,MTX,202209W1,14417,一般,近週,0,14400
3178,2022/9/7,MTX,202209,14355,一般,近月,9,14400
3178,2022/9/7,MTX,202209W2,14389,一般,遠週,4,14400
3178,2022/9/7,MTX,202210,14348,一般,遠月,28,14300
3179,2022/9/8,MTX,202209W2,14525,盤後,近週,3,14550
3179,2022/9/8,MTX,202209,14489,盤後,近月,8,14500
3179,2022/9/8,MTX,202210,14485,盤後,遠月,27,14500
3180,2022/9/8,MTX,202209W2,14573,一般,近週,3,14550
3180,2022/9/8,MTX,202209,14548,一般,近月,8,14500
3180,2022/9/8,MTX,202210,14534,一般,遠月,27,14500
3181,2022/9/12,MTX,202209W2,14615,盤後,近週,2,14600
3181,2022/9/12,MTX,202209,14598,盤後,近月,7,14600
3181,2022/9/12,MTX,202210,14585,盤後,遠月,26,14600
3182,2022/9/12,MTX,202209W2,14823,一般,近週,2,14800
3182,2022/9/12,MTX,202209,14797,一般,近月,7,14800
3182,2022/9/12,MTX,202210,14778,一般,遠月,26,14800
3183,2022/9/13,MTX,202209W2,14910,盤後,近週,1,14900
3183,2022/9/13,MTX,202209,14891,盤後,近月,6,14900
3183,2022/9/13,MTX,202210,14873,盤後,遠月,25,14900
3184,2022/9/13,MTX,202209W2,14903,一般,近週,1,14900
3184,2022/9/13,MTX,202209,14877,一般,近月,6,14900
3184,2022/9/13,MTX,202210,14857,一般,遠月,25,14900
3185,2022/9/14,MTX,202209W2,14506,盤後,近週,0,14500
3185,2022/9/14,MTX,202209,14470,盤後,近月,5,14450
3185,2022/9/14,MTX,202210,14455,盤後,遠月,24,14500
3186,2022/9/14,MTX,202209W2,14666,一般,近週,0,14650
3186,2022/9/14,MTX,202209,14578,一般,近月,5,14600
3186,2022/9/14,MTX,202210,14564,一般,遠月,24,14600
3187,2022/9/15,MTX,202209,14625,盤後,近月,4,14650
3187,2022/9/15,MTX,202210,14607,盤後,遠月,23,14600
3188,2022/9/15,MTX,202209,14643,一般,近月,4,14650
3188,2022/9/15,MTX,202210,14624,一般,遠月,23,14600
3189,2022/9/16,MTX,202209,14526,盤後,近月,3,14550
3189,2022/9/16,MTX,202210,14515,盤後,遠月,22,14500
3190,2022/9/16,MTX,202209,14485,一般,近月,3,14500
3190,2022/9/16,MTX,202210,14472,一般,遠月,22,14500
3191,2022/9/19,MTX,202209,14540,盤後,近月,2,14550
3191,2022/9/19,MTX,202210,14518,盤後,遠月,21,14500
3192,2022/9/19,MTX,202209,14419,一般,近月,2,14400
3192,2022/9/19,MTX,202210,14399,一般,遠月,21,14400
3193,2022/9/20,MTX,202209,14521,盤後,近月,1,14500
3193,2022/9/20,MTX,202210,14495,盤後,遠月,20,14500
3194,2022/9/20,MTX,202209,14557,一般,近月,1,14550
3194,2022/9/20,MTX,202210,14527,一般,遠月,20,14500
3195,2022/9/21,MTX,202209,14490,盤後,近月,0,14500
3195,2022/9/21,MTX,202210,14453,盤後,遠月,19,14500
3196,2022/9/21,MTX,202209,14401,一般,近月,0,14400
3196,2022/9/21,MTX,202209W4,14434,一般,遠週,5,14450
3196,2022/9/21,MTX,202210,14414,一般,遠月,19,14400
3197,2022/9/22,MTX,202209W4,14275,盤後,近週,4,14300
3197,2022/9/22,MTX,202210,14259,盤後,近月,18,14300
3197,2022/9/22,MTX,202211,14250,盤後,遠月,38,14300
3198,2022/9/22,MTX,202209W4,14260,一般,近週,4,14250
3198,2022/9/22,MTX,202210,14241,一般,近月,18,14200
3198,2022/9/22,MTX,202211,14222,一般,遠月,38,14200
3199,2022/9/23,MTX,202209W4,14223,盤後,近週,3,14200
3199,2022/9/23,MTX,202210,14206,盤後,近月,17,14200
3199,2022/9/23,MTX,202211,14193,盤後,遠月,37,14200
3200,2022/9/23,MTX,202209W4,14134,一般,近週,3,14150
3200,2022/9/23,MTX,202210,14116,一般,近月,17,14100
3200,2022/9/23,MTX,202211,14103,一般,遠月,37,14100
3201,2022/9/26,MTX,202209W4,14011,盤後,近週,2,14000
3201,2022/9/26,MTX,202210,13986,盤後,近月,16,14000
3201,2022/9/26,MTX,202211,13978,盤後,遠月,36,14000
3202,2022/9/26,MTX,202209W4,13787,一般,近週,2,13800
3202,2022/9/26,MTX,202210,13760,一般,近月,16,13800
3202,2022/9/26,MTX,202211,13749,一般,遠月,36,13700
3203,2022/9/27,MTX,202209W4,13830,盤後,近週,1,13850
3203,2022/9/27,MTX,202210,13808,盤後,近月,15,13800
3203,2022/9/27,MTX,202211,13797,盤後,遠月,35,13800
3204,2022/9/27,MTX,202209W4,13835,一般,近週,1,13850
3204,2022/9/27,MTX,202210,13816,一般,近月,15,13800
3204,2022/9/27,MTX,202211,13804,一般,遠月,35,13800
3205,2022/9/28,MTX,202209W4,13815,盤後,近週,0,13800
3205,2022/9/28,MTX,202210,13795,盤後,近月,14,13800
3205,2022/9/28,MTX,202211,13780,盤後,遠月,34,13800
3206,2022/9/28,MTX,202209W4,13501,一般,近週,0,13500
3206,2022/9/28,MTX,202210,13515,一般,近月,14,13500
3206,2022/9/28,MTX,202210W1,13525,一般,遠週,5,13550
3206,2022/9/28,MTX,202211,13504,一般,遠月,34,13500
3207,2022/9/29,MTX,202210W1,13686,盤後,近週,4,13700
3207,2022/9/29,MTX,202210,13671,盤後,近月,13,13700
3207,2022/9/29,MTX,202211,13658,盤後,遠月,33,13700
3208,2022/9/29,MTX,202210W1,13532,一般,近週,4,13550
3208,2022/9/29,MTX,202210,13524,一般,近月,13,13500
3208,2022/9/29,MTX,202211,13510,一般,遠月,33,13500
3209,2022/9/30,MTX,202210W1,13337,盤後,近週,3,13350
3209,2022/9/30,MTX,202210,13332,盤後,近月,12,13300
3209,2022/9/30,MTX,202211,13310,盤後,遠月,32,13300
3210,2022/9/30,MTX,202210W1,13406,一般,近週,3,13400
3210,2022/9/30,MTX,202210,13397,一般,近月,12,13400
3210,2022/9/30,MTX,202211,13376,一般,遠月,32,13400
3211,2022/10/3,MTX,202210W1,13317,盤後,近週,2,13300
3211,2022/10/3,MTX,202210,13302,盤後,近月,11,13300
3211,2022/10/3,MTX,202211,13285,盤後,遠月,31,13300
3212,2022/10/3,MTX,202210W1,13313,一般,近週,2,13300
3212,2022/10/3,MTX,202210,13302,一般,近月,11,13300
3212,2022/10/3,MTX,202211,13287,一般,遠月,31,13300
3213,2022/10/4,MTX,202210W1,13490,盤後,近週,1,13500
3213,2022/10/4,MTX,202210,13481,盤後,近月,10,13500
3213,2022/10/4,MTX,202211,13465,盤後,遠月,30,13500
3214,2022/10/4,MTX,202210W1,13595,一般,近週,1,13600
3214,2022/10/4,MTX,202210,13595,一般,近月,10,13600
3214,2022/10/4,MTX,202211,13580,一般,遠月,30,13600
3215,2022/10/5,MTX,202210W1,13816,盤後,近週,0,13800
3215,2022/10/5,MTX,202210,13829,盤後,近月,9,13800
3215,2022/10/5,MTX,202211,13812,盤後,遠月,29,13800
3216,2022/10/5,MTX,202210W1,13823,一般,近週,0,13800
3216,2022/10/5,MTX,202210,13816,一般,近月,9,13800
3216,2022/10/5,MTX,202210W2,13818,一般,遠週,4,13800
3216,2022/10/5,MTX,202211,13799,一般,遠月,29,13800
3217,2022/10/6,MTX,202210W2,13832,盤後,近週,3,13850
3217,2022/10/6,MTX,202210,13827,盤後,近月,8,13800
3217,2022/10/6,MTX,202211,13810,盤後,遠月,28,13800
3218,2022/10/6,MTX,202210W2,13883,一般,近週,3,13900
3218,2022/10/6,MTX,202210,13869,一般,近月,8,13900
3218,2022/10/6,MTX,202211,13851,一般,遠月,28,13900
3219,2022/10/7,MTX,202210W2,13761,盤後,近週,2,13750
3219,2022/10/7,MTX,202210,13751,盤後,近月,7,13800
3219,2022/10/7,MTX,202211,13725,盤後,遠月,27,13700
3220,2022/10/7,MTX,202210W2,13695,一般,近週,2,13700
3220,2022/10/7,MTX,202210,13688,一般,近月,7,13700
3220,2022/10/7,MTX,202211,13667,一般,遠月,27,13700
3221,2022/10/11,MTX,202210W2,13426,盤後,近週,1,13450
3221,2022/10/11,MTX,202210,13414,盤後,近月,6,13400
3221,2022/10/11,MTX,202211,13396,盤後,遠月,26,13400
3222,2022/10/11,MTX,202210W2,13106,一般,近週,1,13100
3222,2022/10/11,MTX,202210,13091,一般,近月,6,13100
3222,2022/10/11,MTX,202211,13075,一般,遠月,26,13100
3223,2022/10/12,MTX,202210W2,13036,盤後,近週,0,13050
3223,2022/10/12,MTX,202210,13016,盤後,近月,5,13000
3223,2022/10/12,MTX,202211,12995,盤後,遠月,25,13000
3224,2022/10/12,MTX,202210W2,13092,一般,近週,0,13100
3224,2022/10/12,MTX,202210,13075,一般,近月,5,13100
3224,2022/10/12,MTX,202211,13055,一般,遠月,25,13100
3225,2022/10/13,MTX,202210,13052,盤後,近月,4,13050
3225,2022/10/13,MTX,202211,13031,盤後,遠月,24,13000
3226,2022/10/13,MTX,202210,12870,一般,近月,4,12850
3226,2022/10/13,MTX,202211,12847,一般,遠月,24,12800
3227,2022/10/14,MTX,202210,13158,盤後,近月,3,13150
3227,2022/10/14,MTX,202211,13132,盤後,遠月,23,13100
3228,2022/10/14,MTX,202210,13170,一般,近月,3,13150
3228,2022/10/14,MTX,202211,13148,一般,遠月,23,13100
3229,2022/10/17,MTX,202210,12879,盤後,近月,2,12900
3229,2022/10/17,MTX,202211,12863,盤後,遠月,22,12900
3230,2022/10/17,MTX,202210,12980,一般,近月,2,13000
3230,2022/10/17,MTX,202211,12954,一般,遠月,22,13000
3231,2022/10/18,MTX,202210,13147,盤後,近月,1,13150
3231,2022/10/18,MTX,202211,13127,盤後,遠月,21,13100
3232,2022/10/18,MTX,202210,13104,一般,近月,1,13100
3232,2022/10/18,MTX,202211,13083,一般,遠月,21,13100
3233,2022/10/19,MTX,202210,13087,盤後,近月,0,13100
3233,2022/10/19,MTX,202211,13075,盤後,遠月,20,13100
3234,2022/10/19,MTX,202210,12998,一般,近月,0,13000
3234,2022/10/19,MTX,202210W4,12977,一般,遠週,5,13000
3234,2022/10/19,MTX,202211,12963,一般,遠月,20,13000
3235,2022/10/20,MTX,202210W4,12883,盤後,近週,4,12900
3235,2022/10/20,MTX,202211,12864,盤後,近月,19,12900
3235,2022/10/20,MTX,202212,12840,盤後,遠月,44,12800
3236,2022/10/20,MTX,202210W4,12909,一般,近週,4,12900
3236,2022/10/20,MTX,202211,12900,一般,近月,19,12900
3236,2022/10/20,MTX,202212,12875,一般,遠月,44,12900
3237,2022/10/21,MTX,202210W4,12957,盤後,近週,3,12950
3237,2022/10/21,MTX,202211,12950,盤後,近月,18,13000
3237,2022/10/21,MTX,202212,12920,盤後,遠月,43,12900
3238,2022/10/21,MTX,202210W4,12817,一般,近週,3,12800
3238,2022/10/21,MTX,202211,12804,一般,近月,18,12800
3238,2022/10/21,MTX,202212,12777,一般,遠月,43,12800
3239,2022/10/24,MTX,202210W4,13036,盤後,近週,2,13050
3239,2022/10/24,MTX,202211,13028,盤後,近月,17,13000
3239,2022/10/24,MTX,202212,12994,盤後,遠月,42,13000
3240,2022/10/24,MTX,202210W4,12887,一般,近週,2,12900
3240,2022/10/24,MTX,202211,12881,一般,近月,17,12900
3240,2022/10/24,MTX,202212,12855,一般,遠月,42,12900
3241,2022/10/25,MTX,202210W4,12912,盤後,近週,1,12900
3241,2022/10/25,MTX,202211,12910,盤後,近月,16,12900
3241,2022/10/25,MTX,202212,12882,盤後,遠月,41,12900
3242,2022/10/25,MTX,202210W4,12685,一般,近週,1,12700
3242,2022/10/25,MTX,202211,12683,一般,近月,16,12700
3242,2022/10/25,MTX,202212,12660,一般,遠月,41,12700
3243,2022/10/26,MTX,202210W4,12794,盤後,近週,0,12800
3243,2022/10/26,MTX,202211,12816,盤後,近月,15,12800
3243,2022/10/26,MTX,202212,12787,盤後,遠月,40,12800
3244,2022/10/26,MTX,202210W4,12741,一般,近週,0,12750
3244,2022/10/26,MTX,202211,12741,一般,近月,15,12700
3244,2022/10/26,MTX,202211W1,12736,一般,遠週,5,12750
3244,2022/10/26,MTX,202212,12717,一般,遠月,40,12700
3245,2022/10/27,MTX,202211W1,12837,盤後,近週,4,12850
3245,2022/10/27,MTX,202211,12836,盤後,近月,14,12800
3245,2022/10/27,MTX,202212,12810,盤後,遠月,39,12800
3246,2022/10/27,MTX,202211W1,12963,一般,近週,4,12950
3246,2022/10/27,MTX,202211,12959,一般,近月,14,13000
3246,2022/10/27,MTX,202212,12928,一般,遠月,39,12900
3247,2022/10/28,MTX,202211W1,12865,盤後,近週,3,12850
3247,2022/10/28,MTX,202211,12846,盤後,近月,13,12800
3247,2022/10/28,MTX,202212,12822,盤後,遠月,38,12800
3248,2022/10/28,MTX,202211W1,12775,一般,近週,3,12800
3248,2022/10/28,MTX,202211,12769,一般,近月,13,12800
3248,2022/10/28,MTX,202212,12741,一般,遠月,38,12700
3249,2022/10/31,MTX,202211W1,12929,盤後,近週,2,12950
3249,2022/10/31,MTX,202211,12922,盤後,近月,12,12900
3249,2022/10/31,MTX,202212,12895,盤後,遠月,37,12900
3250,2022/10/31,MTX,202211W1,12946,一般,近週,2,12950
3250,2022/10/31,MTX,202211,12945,一般,近月,12,12900
3250,2022/10/31,MTX,202212,12914,一般,遠月,37,12900
3251,2022/11/1,MTX,202211W1,12929,盤後,近週,1,12950
3251,2022/11/1,MTX,202211,12905,盤後,近月,11,12900
3251,2022/11/1,MTX,202212,12879,盤後,遠月,36,12900
3252,2022/11/1,MTX,202211W1,13036,一般,近週,1,13050
3252,2022/11/1,MTX,202211,13034,一般,近月,11,13000
3252,2022/11/1,MTX,202212,13005,一般,遠月,36,13000
3253,2022/11/2,MTX,202211W1,13011,盤後,近週,0,13000
3253,2022/11/2,MTX,202211,13011,盤後,近月,10,13000
3253,2022/11/2,MTX,202212,12985,盤後,遠月,35,13000
3254,2022/11/2,MTX,202211W1,13087,一般,近週,0,13100
3254,2022/11/2,MTX,202211,13085,一般,近月,10,13100
3254,2022/11/2,MTX,202211W2,13093,一般,遠週,5,13100
3254,2022/11/2,MTX,202212,13056,一般,遠月,35,13100
3255,2022/11/3,MTX,202211W2,12908,盤後,近週,4,12900
3255,2022/11/3,MTX,202211,12899,盤後,近月,9,12900
3255,2022/11/3,MTX,202212,12869,盤後,遠月,34,12900
3256,2022/11/3,MTX,202211W2,12967,一般,近週,4,12950
3256,2022/11/3,MTX,202211,12958,一般,近月,9,13000
3256,2022/11/3,MTX,202212,12932,一般,遠月,34,12900
3257,2022/11/4,MTX,202211W2,12907,盤後,近週,3,12900
3257,2022/11/4,MTX,202211,12897,盤後,近月,8,12900
3257,2022/11/4,MTX,202212,12870,盤後,遠月,33,12900
3258,2022/11/4,MTX,202211W2,13037,一般,近週,3,13050
3258,2022/11/4,MTX,202211,13028,一般,近月,8,13000
3258,2022/11/4,MTX,202212,12999,一般,遠月,33,13000
3259,2022/11/7,MTX,202211W2,13190,盤後,近週,2,13200
3259,2022/11/7,MTX,202211,13182,盤後,近月,7,13200
3259,2022/11/7,MTX,202212,13151,盤後,遠月,32,13200
3260,2022/11/7,MTX,202211W2,13230,一般,近週,2,13250
3260,2022/11/7,MTX,202211,13225,一般,近月,7,13200
3260,2022/11/7,MTX,202212,13194,一般,遠月,32,13200
3261,2022/11/8,MTX,202211W2,13292,盤後,近週,1,13300
3261,2022/11/8,MTX,202211,13288,盤後,近月,6,13300
3261,2022/11/8,MTX,202212,13260,盤後,遠月,31,13300
3262,2022/11/8,MTX,202211W2,13331,一般,近週,1,13350
3262,2022/11/8,MTX,202211,13332,一般,近月,6,13300
3262,2022/11/8,MTX,202212,13300,一般,遠月,31,13300
3263,2022/11/9,MTX,202211W2,13454,盤後,近週,0,13450
3263,2022/11/9,MTX,202211,13458,盤後,近月,5,13450
3263,2022/11/9,MTX,202212,13425,盤後,遠月,30,13400
3264,2022/11/10,MTX,202211,13492,盤後,近月,4,13500
3264,2022/11/10,MTX,202211W4,13493,盤後,遠週,9,13500
3264,2022/11/10,MTX,202212,13448,盤後,遠月,29,13400
3265,2022/11/10,MTX,202211,13484,一般,近月,4,13500
3265,2022/11/10,MTX,202211W4,13489,一般,遠週,9,13500
3265,2022/11/10,MTX,202212,13447,一般,遠月,29,13400
3266,2022/11/11,MTX,202211,13960,盤後,近月,3,13950
3266,2022/11/11,MTX,202211W4,13950,盤後,遠週,8,14000
3266,2022/11/11,MTX,202212,13920,盤後,遠月,28,13900
3267,2022/11/11,MTX,202211,14061,一般,近月,3,14050
3267,2022/11/11,MTX,202211W4,14042,一般,遠週,8,14000
3267,2022/11/11,MTX,202212,14015,一般,遠月,28,14000
3268,2022/11/14,MTX,202211,14209,盤後,近月,2,14200
3268,2022/11/14,MTX,202211W4,14201,盤後,遠週,7,14200
3268,2022/11/14,MTX,202212,14160,盤後,遠月,27,14200
3269,2022/11/14,MTX,202211,14129,一般,近月,2,14150
3269,2022/11/14,MTX,202211W4,14110,一般,遠週,7,14100
3269,2022/11/14,MTX,202212,14078,一般,遠月,27,14100
3270,2022/11/15,MTX,202211,14132,盤後,近月,1,14150
3270,2022/11/15,MTX,202211W4,14118,盤後,遠週,6,14100
3270,2022/11/15,MTX,202212,14083,盤後,遠月,26,14100
3271,2022/11/15,MTX,202211,14527,一般,近月,1,14550
3271,2022/11/15,MTX,202211W4,14498,一般,遠週,6,14500
3271,2022/11/15,MTX,202212,14461,一般,遠月,26,14500
3272,2022/11/16,MTX,202211,14700,盤後,近月,0,14700
3272,2022/11/16,MTX,202211W4,14610,盤後,遠週,5,14600
3272,2022/11/16,MTX,202212,14628,盤後,遠月,25,14600
3273,2022/11/17,MTX,202211W4,14464,盤後,近週,4,14450
3273,2022/11/17,MTX,202212,14432,盤後,近月,24,14400
3273,2022/11/17,MTX,202211W5,14448,盤後,遠週,9,14400
